runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in20,in21
9138,MD,XYZ,20,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,64,64,8,0,0,0,TRUE
100831,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,99,100,11,0,0,0,TRUE
56,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
94738,MD,XYZ,7.9255248,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,128,0,0,0,TRUE
170,Singlepoint,XYZ,0.92,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
1,Singlepoint,FDF,1,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,50,50,1,0,0,0,FALSE
418,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
59,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
111628,MD,XYZ,12.251832,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
26,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,16,16,1,0,0,0,FALSE
91,Singlepoint,CONT,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
190176,MD,XYZ,7.89,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,128,0,0,0,TRUE
340,Optimization,XYZ,1,7,3.789551129,0,0,-1.89485288,3.284320156,0,-0.392805691,-0.195022379,6.728584885,GGA,4,4,1,0,0,0,FALSE
249,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
54,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
1846,MD,XYZ,12.251832,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,8,8,1,0,0,0,TRUE
2,Optimization,XYZ,1,1,3.435474344,-1.983472038,0,3.435474344,1.983472038,0,0,0,24.21968749,LDA,8,8,1,0,0,0,FALSE
2,Optimization,XYZ,1,7,17.255,9.9625,0,-17.255,9.9625,0,0,0,24.2195,LDA,3,3,1,0,0,0,FALSE
2,Optimization,FDF,1,1,18.05310631,0,0,0,13.32588291,0,0,0,20,GGA,4,4,1,0,0,0,TRUE
79,Optimization,XYZ,1,7,3.318724313,0,0,-1.659362157,2.874099563,0,0,0,14.75552027,GGA,6,6,1,0,0,0,FALSE
9158,Singlepoint,XYZ,20,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,64,0,0,0,TRUE
764,Optimization,FDF,1,1,18.05310631,0,0,0,13.32588291,0,0,0,20,GGA,1,1,1,0,0,0,TRUE
118,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
223770,MD,XYZ,9.3,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,93,180,70,0,0,0,TRUE
95,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1167,Optimization,XYZ,1,7,1.565,2.710659514,0,1.565,-2.710659514,0,0,0,30,LDA,40,40,10,0,0,0,FALSE
198,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
486,MD,XYZ,6.216810273,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,1,0,0,0,TRUE
4,Singlepoint,FDF,1,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,1000,GGA,0.5,0.5,0,50,50,1,FALSE
299,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
33282,Singlepoint,XYZ,12,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,64,0,0,0,TRUE
59,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
76,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
5,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
199,Singlepoint,XYZ,1.08,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
188,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2,Singlepoint,FDF,1,4,3.10907,3.10907,20,90,90,120,0,0,0,GGA,1,1,1,0,0,0,FALSE
27,Optimization,XYZ,1,7,5,0,0,0,5,0,0,0,5,GGA,13,13,13,0,0,0,FALSE
79,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
96,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
75,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
16719,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,256,8,8,0,0,0,TRUE
4489,Optimization,XYZ,1,7,17.26,9.963,0,-17.26,9.963,0,0,0,24.22,GGA,3,3,1,0,0,0,TRUE
97,Optimization,XYZ,1,7,3.679175854,0,0,-1.839662991,3.188660346,0,-0.381364749,-0.189342115,6.728584885,GGA,4,4,1,0,0,0,FALSE
58,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
82,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1,Singlepoint,XYZ,2.48,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,50,50,1,0,0,0,FALSE
158,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
78,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
69,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
16,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
27,Optimization,FDF,1.05,1,18.05310631,0,0,0,13.32588291,0,0,0,20,GGA,1,1,1,0,0,0,TRUE
108,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
8,Singlepoint,XYZ,1,7,13.8,7.97,0,-13.8,7.97,0,0,0,24.22,GGA,4,4,1,0,0,0,FALSE
339,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
47,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
124,Singlepoint,XYZ,1,1,24.7,0,0,0,24.7,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
3647,Singlepoint,XYZ,20,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,32,0,0,0,TRUE
8,Optimization,CONT,1,3,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,10,10,0,0,0,FALSE
108,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
54,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
3708,MD,XYZ,16.01351,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,16,16,16,0,0,0,TRUE
67,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
5,Optimization,XYZ,1,7,3.28,0,0,0,3.28,0,0,0,5,GGA,15,15,15,0,0,0,FALSE
126,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
58,Optimization,XYZ,1,7,3.679245234,0,0,-1.839692528,3.188682115,0,-1.144191308,-0.568175433,20.18708325,GGA,6,6,1,0,0,0,FALSE
16,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
754,Optimization,FDF,1,1,18.05310631,0,0,0,13.32588291,0,0,0,20,GGA,1,1,1,0,0,0,TRUE
1,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
23,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
190,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
2,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,253,253,1,0,0,0,TRUE
359,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
76,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
55,Optimization,XYZ,1,7,3.795977831,0,0,-1.897523146,3.28865105,0,-1.112055692,-0.578241628,20.66234697,GGA,6,6,1,0,0,0,FALSE
109,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1204,MD,XYZ,96,6,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
123,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
369683,Optimization,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,100,50,80,0,0,0,TRUE
2568,MD,XYZ,12.754258,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,1,0,0,0,TRUE
1,Singlepoint,FDF,1,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
138,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
93,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
897,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,32,32,1,0,0,0,TRUE
14,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
111,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
517,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
176,Singlepoint,XYZ,1,1,2.73438,2.73438,0,2.73438,0,2.73438,0,2.73438,2.73438,LDA,12,12,12,0,0,0,TRUE
755,Singlepoint,XYZ,1,7,17.26,9.963,0,-17.26,9.963,0,0,0,24.22,GGA,3,3,1,0,0,0,FALSE
85,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
29,Singlepoint,XYZ,1,1,27.21659,27.21659,4.26,90,90,90,0,0,0,GGA,1,1,1,0,0,0,FALSE
13,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
96,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
195,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,50,50,1,0,0,0,FALSE
15,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
66,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
5,Singlepoint,XYZ,1,1,2.7942,2.7942,0,0,2.7942,2.7942,2.7942,0,2.7942,LDA,1,1,1,0,0,0,FALSE
92,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
90,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
171,Optimization,XYZ,1,7,1,0,0,0,1,0,0,0,1,GGA,1,1,1,0,0,0,TRUE
214,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
73,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
11,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
474314,MD,XYZ,7.427208151,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,128,0,0,0,TRUE
104,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
11,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
321,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
11,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
76080,Optimization,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,93,70,18,0,0,0,TRUE
16455,Optimization,FDF,1,3,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,10,10,0,0,0,FALSE
80366,MD,XYZ,35.134822,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,64,64,16,0,0,0,TRUE
237,Singlepoint,XYZ,0.91,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
2,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,215,215,1,0,0,0,TRUE
4213,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
1834,MD,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
40,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
52765,MD,XYZ,27.56,6,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
3,Singlepoint,FDF,1,4,3.10907,3.10907,20,90,90,120,0,0,0,GGA,2,2,1,0,0,0,FALSE
52,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
133,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
93,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2457,MD,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
55,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
103091,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,122,211,5,0,0,0,TRUE
156025,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,19,96,26,0,0,0,TRUE
12783,MD,XYZ,6.443218,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,32,0,0,0,TRUE
3393,MD,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
96,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
53,Optimization,XYZ,1,7,3.484629684,0,0,-1.742314842,3.017777829,0,0,0,29.33129826,GGA,4,4,1,0,0,0,FALSE
2454,Optimization,FDF,1.025,1,18.05310631,0,0,0,13.32588291,0,0,0,20,GGA,4,4,1,0,0,0,TRUE
8,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
6705,MD,XYZ,16.13218,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,16,0,0,0,TRUE
2381,MD,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
285,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
43,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
76958,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,144,144,4,0,0,0,TRUE
172,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,24.75,GGA,1,1,1,0,0,0,FALSE
3719,Optimization,FDF,1,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,3,3,1,0,0,0,TRUE
64,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
4291,Optimization,XYZ,1,7,18.066517,0,0,0,13.38937,0,0,0,11.68745,GGA,1,1,1,0,0,0,TRUE
592,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
6,Singlepoint,FDF,1,7,17.2556,9.9625,0,-17.2556,9.9625,0,0,0,24.2195,LDA,3,3,1,0,0,0,TRUE
156,Singlepoint,XYZ,1,1,2.348661,0,0,2.034,1.174331,0.71,1.174331,2.0348661,0.71,GGA,1,1,1,0,0,0,FALSE
224,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
3400,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,17,12,18,0,0,0,TRUE
126,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
661,Singlepoint,XYZ,0.96,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
115,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
80,Optimization,XYZ,1,7,3.318724313,0,0,-1.659362157,2.874099563,0,0,0,29.51104054,GGA,6,6,1,0,0,0,FALSE
79,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
204,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
304,Singlepoint,XYZ,0.95,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
581,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
118,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
59,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
45,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
119,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
496,Singlepoint,XYZ,1,1,24.7,0,0,0,24.7,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
408,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
41499,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,64,64,8,0,0,0,TRUE
387,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
12888,Singlepoint,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,23.811,GGA,9,9,3,0,0,0,TRUE
820,Singlepoint,XYZ,1,7,17.26,9.96,0,-17.26,9.96,0,0,0,24.22,GGA,3,3,1,0,0,0,TRUE
86,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
32,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
96003,Singlepoint,XYZ,12,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,128,0,0,0,TRUE
16,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
5,Singlepoint,XYZ,1,1,2.7942,2.7942,0,0,2.7942,2.7942,2.7942,0,2.7942,LDA,1,1,1,0,0,0,FALSE
5,Singlepoint,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
22305,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,144,144,1,0,0,0,TRUE
57,Singlepoint,XYZ,1,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,6,6,1,0,0,0,FALSE
8647,Optimization,FDF,1,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,4,4,1,0,0,0,TRUE
51,Optimization,XYZ,1,7,3.679245234,0,0,-1.839692528,3.188682115,0,0,0,20.18708325,GGA,6,6,1,0,0,0,FALSE
381,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
447165,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,126,126,32,0,0,0,TRUE
12,Singlepoint,XYZ,1,7,13.7004,7.91,0,-13.7004,7.91,0,0,0,24.2195,GGA,2,2,1,0,0,0,FALSE
433,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
134,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
4512,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
58,Singlepoint,XYZ,1,1,10,0,0,0,10,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
8,Singlepoint,XYZ,1,7,13.8,7.97,0,-13.8,7.97,0,0,0,24.22,GGA,3,3,1,0,0,0,FALSE
542,Singlepoint,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,23.811,GGA,3,3,1,0,0,0,FALSE
183,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,50,50,1,0,0,0,FALSE
1203,MD,XYZ,12.52472,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,1,0,0,0,TRUE
69,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,13,13,13,0,0,0,FALSE
12144,MD,XYZ,8.237245,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,32,0,0,0,TRUE
92,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
94,Singlepoint,CONT,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
50,Optimization,XYZ,1,7,18.066517,0,0,0,13.38937,0,0,0,11.68745,GGA,1,1,1,0,0,0,TRUE
117,MD,XYZ,6.928753,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,8,8,1,0,0,0,TRUE
2,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,125,125,1,0,0,0,TRUE
11,Singlepoint,XYZ,1,7,6.85,3.955,0,-6.85,3.955,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
192,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
267,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,8,8,1,0,0,0,TRUE
89,Singlepoint,XYZ,1,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
30,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
326,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
24981,MD,XYZ,6.443218,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
489,Optimization,XYZ,1,1,25,0,0,0,29.19,0,0,0,4.26,LDA,1,1,24,0,0,0,FALSE
54,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
24,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
27,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
28,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
60,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
360,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
100768,MD,XYZ,13.15684,6,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,64,0,0,0,TRUE
121,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
124,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
30,Optimization,XYZ,1,7,3.694720404,0,0,-1.847360202,3.199721729,0,0,0,15.4318655,GGA,4,4,1,0,0,0,FALSE
